Scheme Name,Plan,Category Name,Crisil Rank,AuM (Cr),1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,10Y
Canara Robeco Conservative Hybrid Fund - Direct Plan - Growth,Direct Plan,Conservative Hybrid Fund,3,1023.5,0%,2%,4%,6%,0%,11%,7%,9%,11%,10%
SBI Contra Fund - Direct Plan - Growth,Direct Plan,Contra Fund,5,18930.58,2%,7%,14%,25%,0%,39%,26%,34%,26%,20%
SBI Contra Fund - Regular Plan - Growth,Regular,Contra Fund,5,18930.58,2%,7%,13%,24%,0%,38%,25%,33%,25%,19%
Kotak India EQ Contra Fund - Direct Plan - Growth,Direct Plan,Contra Fund,3,2054.55,2%,7%,17%,25%,0%,36%,22%,25%,21%,19%
Kotak India EQ Contra Fund - Growth,Regular,Contra Fund,3,2054.55,2%,7%,16%,24%,0%,34%,20%,23%,19%,17%
Invesco India Contra Fund - Direct Plan - Growth,Direct Plan,Contra Fund,2,12063.43,1%,7%,12%,21%,0%,29%,17%,21%,19%,21%
Templeton India Equity Income Fund - Direct - Growth,Direct Plan,Dividend Yield Fund,,1705.64,2%,10%,16%,24%,1%,35%,20%,27%,22%,18%
Templeton India Equity Income Fund - Growth,Regular,Dividend Yield Fund,,1705.64,2%,10%,16%,24%,1%,34%,19%,26%,21%,17%
HDFC Dividend Yield Fund - Direct Plan - Growth,Direct Plan,Dividend Yield Fund,,3995.59,2%,8%,14%,26%,0%,39%,23%,30%,,
HDFC Dividend Yield Fund - Regular Plan - Growth,Regular,Dividend Yield Fund,,3995.59,2%,8%,13%,25%,0%,37%,22%,28%,,
UTI Dividend Yield Fund - Direct Plan - Growth,Direct Plan,Dividend Yield Fund,1,3281.46,1%,8%,13%,24%,0%,36%,14%,22%,18%,16%
UTI Dividend Yield Fund - Growth,Regular,Dividend Yield Fund,1,3281.46,1%,8%,13%,23%,0%,35%,13%,21%,17%,15%
Sundaram Dividend Yield Fund - Direct Plan - Growth,Direct Plan,Dividend Yield Fund,,659.34,1%,7%,16%,24%,0%,35%,18%,22%,19%,18%
Sundaram Dividend Yield Fund - Growth,Regular,Dividend Yield Fund,3,659.34,1%,7%,15%,23%,0%,34%,17%,21%,18%,17%
ICICI Prudential Dividend Yield Equity Fund - Direct Plan - Growth,Direct Plan,Dividend Yield Fund,,2901.68,1%,7%,15%,27%,0%,40%,25%,32%,21%,
ICICI Prudential Dividend Yield Equity Fund - Growth,Regular,Dividend Yield Fund,,2901.68,1%,7%,15%,26%,0%,38%,23%,30%,20%,
Tata Dividend Yield Fund - Direct Plan - Growth,Direct Plan,Dividend Yield Fund,,639.71,1%,8%,13%,24%,0%,37%,19%,,,
Aditya Birla Sun Life Dividend Yield Fund - Direct Plan - Growth,Direct Plan,Dividend Yield Fund,1,1113.83,1%,8%,17%,29%,0%,40%,22%,27%,20%,16%
Sundaram Balanced Advantage Fund - Direct Plan - Growth,Direct Plan,Dynamic Asset Allocation or Balanced Advantage,,1541.18,1%,4%,7%,11%,0%,15%,11%,12%,10%,11%
Quant ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,4,5614.57,3%,10%,18%,29%,1%,32%,23%,35%,31%,26%
Quant ELSS Tax Saver Fund - Growth,Regular,ELSS,4,5614.57,3%,10%,17%,28%,0%,30%,21%,33%,29%,25%
SBI Long Term Equity Fund - Direct Plan - Growth,Direct Plan,ELSS,5,17279.15,3%,8%,14%,26%,1%,41%,23%,26%,20%,18%
SBI Long Term Equity Fund - Regular Plan - Growth,Regular,ELSS,5,17279.15,3%,8%,14%,25%,1%,40%,23%,25%,20%,17%
Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,4,2760.81,2%,7%,16%,24%,1%,40%,20%,24%,20%,
Motilal Oswal ELSS Tax Saver Fund - Growth,Regular,ELSS,4,2760.81,2%,7%,16%,24%,1%,38%,19%,23%,18%,
Axis ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,1,33088.41,2%,5%,11%,12%,0%,23%,5%,11%,14%,18%
Nippon India ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,3,13073.47,2%,7%,13%,21%,0%,28%,18%,24%,15%,16%
Aditya Birla Sun Life ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,1,14243.41,2%,6%,9%,14%,,19%,9%,10%,11%,15%
Nippon India ELSS Tax Saver Fund - Growth,Regular,ELSS,3,13073.47,2%,7%,12%,21%,0%,28%,17%,23%,14%,15%
Axis ELSS Tax Saver Fund - Growth,Regular,ELSS,1,33088.41,2%,5%,10%,12%,0%,22%,4%,10%,13%,17%
Aditya Birla Sun Life ELSS Tax Saver Fund - Regular Plan - Growth,Regular,ELSS,1,14243.41,2%,6%,9%,14%,,18%,8%,10%,10%,14%
DSP ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,3,12615.07,2%,7%,13%,22%,0%,30%,18%,23%,21%,20%
DSP ELSS Tax Saver Fund - Regular Plan - Growth,Regular,ELSS,3,12615.07,2%,7%,13%,22%,0%,29%,17%,22%,20%,18%
Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,3,18842.81,2%,7%,11%,18%,0%,28%,14%,21%,21%,
Mirae Asset ELSS Tax Saver Fund - Regular Plan - Growth,Regular,ELSS,3,18842.81,2%,7%,11%,18%,0%,26%,13%,20%,19%,
SBI Long Term Advantage Fund - Series VI - Direct Plan - Growth,Direct Plan,ELSS,,259.61,2%,4%,8%,23%,0%,38%,19%,23%,21%,
SBI Long Term Advantage Fund - Series VI - Regular Plan - Growth,Regular,ELSS,,259.61,2%,4%,8%,22%,0%,37%,18%,23%,20%,
Bandhan ELSS Tax saver Fund - Direct Plan - Growth,Direct Plan,ELSS,5,5402.95,1%,5%,9%,17%,0%,29%,17%,27%,21%,19%
Bandhan ELSS Tax saver Fund - Regular Plan - Growth,Regular,ELSS,5,5402.95,1%,5%,9%,16%,0%,27%,16%,25%,20%,18%
Franklin India ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,4,5564.45,1%,7%,13%,23%,0%,32%,18%,24%,18%,18%
Franklin India ELSS Tax Saver Fund - Growth,Regular,ELSS,4,5564.45,1%,7%,13%,23%,0%,31%,17%,23%,17%,17%
UTI ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,2,3304.35,1%,5%,11%,16%,0%,25%,10%,18%,17%,16%
UTI ELSS Tax Saver Fund - Growth,Regular,ELSS,2,3304.35,1%,5%,11%,16%,0%,23%,9%,17%,16%,15%
Sundaram ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,3,1130.47,1%,5%,9%,15%,0%,24%,14%,20%,17%,17%
Sundaram ELSS Tax Saver Fund - Growth,Regular,ELSS,3,1130.47,1%,5%,9%,15%,0%,23%,14%,19%,16%,17%
Parag Parikh ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,4,2334.28,1%,5%,10%,18%,1%,29%,17%,24%,,
Parag Parikh ELSS Tax Saver Fund - Regular Plan - Growth,Regular,ELSS,4,2334.28,1%,5%,10%,17%,1%,28%,16%,22%,,
Canara Robeco ELSS Tax Saver Fund - Direct Plan - Growth,Direct Plan,ELSS,2,6533.06,1%,6%,11%,16%,0%,24%,12%,20%,20%,18%
Quant Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,,2457.78,4%,11%,17%,28%,1%,31%,22%,33%,28%,24%
Quant Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,,2457.78,4%,11%,16%,27%,1%,30%,21%,32%,27%,23%
LIC MF Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,3,889.46,2%,6%,10%,17%,0%,30%,13%,16%,15%,12%
LIC MF Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,3,889.46,2%,6%,9%,17%,0%,29%,12%,15%,14%,12%
DSP Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,3,9462.5,2%,6%,11%,20%,0%,33%,14%,20%,20%,18%
DSP Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,3,9462.5,2%,6%,11%,19%,0%,32%,12%,19%,18%,17%
Taurus Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,3,296.11,2%,7%,11%,23%,0%,26%,15%,17%,13%,12%
Taurus Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,3,296.11,2%,7%,11%,23%,0%,26%,15%,17%,13%,12%
Axis Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,1,11119.64,2%,6%,10%,13%,0%,21%,6%,13%,16%,
HSBC Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,4,3735.9,2%,6%,11%,20%,0%,32%,13%,20%,17%,17%
HSBC Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,4,3735.9,2%,6%,11%,20%,0%,31%,12%,19%,16%,15%
Axis Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,1,11119.64,2%,5%,10%,12%,0%,19%,5%,12%,15%,
Navi Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,3,238.56,2%,5%,8%,16%,0%,26%,14%,20%,18%,
Aditya Birla Sun Life Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,2,18132.74,2%,7%,11%,18%,0%,26%,13%,18%,17%,18%
Aditya Birla Sun Life Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,3,18132.74,1%,7%,10%,17%,0%,25%,12%,17%,16%,17%
Navi Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,3,238.56,1%,5%,8%,15%,0%,24%,12%,18%,15%,
SBI Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,3,18643.59,1%,5%,9%,14%,0%,23%,12%,18%,16%,18%
SBI Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,3,18643.59,1%,5%,9%,14%,0%,22%,11%,17%,15%,17%
Franklin India Flexi Cap Fund - Direct - Growth,Direct Plan,Flexi Cap Fund,4,12801.72,1%,7%,13%,23%,0%,31%,18%,25%,19%,19%
Franklin India Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,4,12801.72,1%,7%,13%,23%,0%,30%,17%,24%,18%,18%
Bajaj Finserv Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,,1861.58,1%,4%,10%,,0%,,,,,
Bajaj Finserv Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,,1861.58,1%,4%,10%,,0%,,,,,
Mahindra Manulife Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,,1081,1%,7%,10%,18%,0%,33%,17%,,,
Mahindra Manulife Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,,1081,1%,7%,10%,17%,0%,30%,15%,,,
Bandhan Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,3,6354.41,1%,6%,10%,17%,-1%,25%,11%,18%,15%,16%
Bandhan Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,3,6354.41,1%,5%,10%,17%,-1%,24%,10%,17%,14%,15%
JM Flexi Cap Fund - Direct - Growth,Direct Plan,Flexi Cap Fund,5,862.36,1%,6%,14%,26%,0%,41%,24%,27%,22%,21%
JM Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,5,862.36,1%,6%,14%,25%,0%,39%,23%,26%,21%,19%
Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,,1234.89,1%,5%,12%,18%,0%,29%,,,,
Sundaram Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,,2094.56,1%,5%,10%,16%,0%,25%,,,,
Baroda BNP Paribas Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,,1234.89,1%,5%,12%,18%,0%,27%,,,,
Helios Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,,624.27,1%,7%,,,0%,,,,,
Sundaram Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,,2094.56,1%,5%,9%,15%,0%,23%,,,,
UTI Flexi Cap Fund - Direct Plan - Growth,Direct Plan,Flexi Cap Fund,1,25503.37,1%,5%,8%,11%,0%,20%,2%,12%,16%,16%
Quant Focused Fund - Direct Plan - Growth,Direct Plan,Focused Fund,3,480.67,3%,9%,17%,25%,1%,31%,21%,26%,22%,21%
Quant Focused Fund - Growth,Regular,Focused Fund,3,480.67,3%,9%,16%,24%,1%,29%,19%,24%,20%,20%
Mahindra Manulife Focused Fund - Direct Plan - Growth,Direct Plan,Focused Fund,,937.82,2%,8%,13%,25%,1%,32%,21%,28%,,
Nippon India Focused Equity Fund - Direct Plan - Growth,Direct Plan,Focused Fund,4,7383.91,2%,5%,10%,21%,0%,27%,18%,24%,19%,21%
Nippon India Focused Equity Fund - Growth,Regular,Focused Fund,4,7383.91,2%,5%,10%,21%,0%,26%,17%,23%,19%,19%
Mahindra Manulife Focused Fund - Regular Plan - Growth,Regular,Focused Fund,,937.82,2%,8%,12%,24%,1%,30%,19%,25%,,
Axis Focused 25 Fund - Direct Plan - Growth,Direct Plan,Focused Fund,1,14206.67,1%,5%,10%,11%,0%,18%,1%,8%,13%,16%
Axis Focused 25 Fund - Growth,Regular,Focused Fund,1,14206.67,1%,5%,10%,10%,0%,17%,0%,7%,12%,14%
UTI Focused Fund - Direct Plan - Growth,Direct Plan,Focused Fund,,2333.72,1%,6%,12%,16%,0%,30%,15%,,,
UTI Focused Fund - Regular Plan - Growth,Regular,Focused Fund,,2333.72,1%,6%,11%,15%,0%,28%,13%,,,
Sundaram Focused Fund - Direct Plan - Growth,Direct Plan,Focused Fund,3,949.72,1%,7%,10%,15%,0%,25%,13%,19%,18%,17%
Sundaram Focused Fund - Growth,Regular,Focused Fund,3,949.72,1%,7%,10%,15%,0%,23%,11%,18%,17%,16%
Bandhan Focused Equity Fund - Direct Plan - Growth,Direct Plan,Focused Fund,2,1387.73,1%,7%,14%,17%,0%,32%,13%,17%,16%,15%
DSP Focus Fund - Direct Plan - Growth,Direct Plan,Focused Fund,3,2100.85,1%,5%,13%,23%,0%,35%,14%,17%,16%,16%
Bandhan Focused Equity Fund - Regular Plan - Growth,Regular,Focused Fund,2,1387.73,1%,7%,14%,16%,0%,30%,11%,15%,14%,13%
DSP Focus Fund - Regular Plan - Growth,Regular,Focused Fund,3,2100.85,1%,5%,13%,22%,0%,33%,13%,16%,15%,15%
Mirae Asset Focused Fund - Direct Plan - Growth,Direct Plan,Focused Fund,2,9078.97,1%,4%,7%,11%,0%,18%,6%,16%,,
Tata Focused Equity Fund - Direct Plan - Growth,Direct Plan,Focused Fund,3,1477.94,1%,8%,14%,23%,0%,29%,18%,23%,,
Mirae Asset Focused Fund - Growth,Regular,Focused Fund,2,9078.97,1%,4%,6%,10%,0%,17%,5%,15%,,
Tata Focused Equity Fund - Regular Plan - Growth,Regular,Focused Fund,3,1477.94,1%,7%,14%,22%,0%,27%,16%,21%,,
ICICI Prudential Focused Equity Fund - Direct Plan - Growth,Direct Plan,Focused Fund,4,6116.61,1%,5%,12%,18%,0%,29%,18%,24%,20%,17%
ICICI Prudential Focused Equity Fund - Regular Plan - Growth,Regular,Focused Fund,4,6116.61,1%,5%,11%,18%,0%,27%,17%,22%,18%,15%
360 ONE Focused Equity Fund - Direct Plan - Growth,Direct Plan,Focused Fund,4,5659.25,1%,5%,10%,16%,0%,30%,14%,22%,24%,
360 ONE Focused Equity Fund - Growth,Regular,Focused Fund,4,5659.25,1%,5%,10%,16%,0%,28%,13%,20%,23%,
Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth,Direct Plan,Fund of Funds,,1339.81,3%,-1%,-1%,-8%,-1%,-11%,-16%,-13%,9%,7%
Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth,Regular,Fund of Funds,,1339.81,3%,-1%,-2%,-9%,-1%,-12%,-16%,-14%,8%,6%
ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - Growth,Direct Plan,Fund of Funds,,293.38,2%,8%,17%,24%,0%,38%,15%,,,
ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Growth,Regular,Fund of Funds,,293.38,2%,8%,17%,23%,0%,37%,14%,,,
ICICI Prudential BHARAT 22 FOF - Direct Plan - Growth,Direct Plan,Fund of Funds,,396.67,2%,12%,20%,37%,0%,58%,43%,41%,21%,
ICICI Prudential BHARAT 22 FOF - Growth,Regular,Fund of Funds,,396.67,2%,12%,20%,37%,0%,58%,43%,41%,21%,
Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth,Direct Plan,Fund of Funds,,239.82,2%,10%,18%,22%,0%,27%,13%,18%,,
Nippon India Nifty Next 50 Junior BeES FoF - Regular Plan - Growth,Regular,Fund of Funds,,239.82,2%,10%,18%,22%,0%,27%,13%,18%,,
ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - Growth,Direct Plan,Fund of Funds,,350.25,1%,2%,5%,2%,0%,11%,0%,0%,,
ICICI Prudential Global Advantage Fund (FOF) - Regular Plan - Growth,Regular,Fund of Funds,,350.25,1%,2%,4%,1%,0%,10%,-1%,0%,,
ICICI Prudential Thematic Advantage Fund (FOF) - Direct Plan - Growth,Direct Plan,Fund of Funds,,1367.68,1%,5%,10%,17%,0%,28%,17%,26%,21%,
ICICI Prudential Thematic Advantage Fund (FOF) - Growth,Regular,Fund of Funds,,1367.68,1%,5%,10%,16%,0%,26%,16%,24%,20%,16%
Kotak Gold Fund - Direct Plan - Growth,Direct Plan,Fund of Funds,,1587.95,1%,1%,10%,10%,0%,14%,13%,7%,14%,7%
Aditya Birla Sun Life Gold Fund - Direct Plan - Growth,Direct Plan,Fund of Funds,,289.27,1%,1%,9%,10%,0%,14%,14%,7%,14%,7%
Kotak Gold Fund - Growth,Regular,Fund of Funds,,1587.95,1%,1%,10%,10%,0%,14%,13%,7%,14%,7%
Aditya Birla Sun Life Gold Fund - Regular Plan - Growth,Regular,Fund of Funds,,289.27,1%,1%,9%,10%,0%,14%,14%,7%,13%,6%
SBI Gold Fund - Direct Plan - Growth,Direct Plan,Fund of Funds,,1502.21,1%,1%,10%,10%,1%,15%,14%,7%,14%,7%
SBI Gold Fund - Regular Plan - Growth,Regular,Fund of Funds,,1502.21,1%,1%,10%,9%,1%,15%,14%,7%,14%,7%
ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan - Growth,Direct Plan,Fund of Funds,,753.78,1%,2%,10%,10%,1%,14%,14%,7%,14%,7%
ICICI Prudential Regular Gold Savings Fund (FOF) - Growth,Regular,Fund of Funds,,753.78,1%,1%,10%,9%,1%,14%,14%,7%,13%,7%
HDFC Gold Fund - Direct Plan,Direct Plan,Fund of Funds,,1678.65,1%,1%,10%,9%,1%,14%,14%,7%,14%,7%
Mirae Asset Hang Seng TECH ETF,Regular,Index Funds/ETFs,,203.87,5%,-3%,-5%,-3%,-1%,-10%,-14%,,,
Nippon India Nifty Pharma ETF,Regular,Index Funds/ETFs,,485.75,4%,6%,12%,26%,3%,38%,11%,,,
UTI S&P BSE Low Volatility Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,218.46,2%,7%,14%,20%,0%,30%,,,,
UTI S&P BSE Low Volatility Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,218.46,2%,7%,14%,19%,0%,29%,,,,
Motilal Oswal Nifty Midcap 100 ETF,Regular,Index Funds/ETFs,,334.26,2%,7%,15%,30%,0%,47%,24%,31%,22%,20%
ICICI Prudential Nifty Midcap 150 ETF,Regular,Index Funds/ETFs,,237.55,2%,6%,13%,28%,0%,44%,22%,30%,,
Mirae Asset Nifty Midcap 150 ETF,Regular,Index Funds/ETFs,,566.26,2%,6%,13%,28%,0%,44%,,,,
Nippon India ETF Nifty Midcap 150,Regular,Index Funds/ETFs,,1014.27,2%,6%,13%,28%,0%,44%,22%,30%,,
Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,1143.25,2%,6%,13%,28%,0%,44%,22%,30%,,
Nippon India Nifty Midcap 150 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,954.47,2%,6%,13%,28%,0%,44%,22%,,,
SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,228.53,2%,6%,13%,28%,0%,43%,,,,
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,248.35,2%,6%,13%,28%,0%,43%,22%,,,
Nippon India Nifty Midcap 150 Index Fund - Growth,Regular,Index Funds/ETFs,,954.47,2%,6%,13%,28%,0%,43%,22%,,,
Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,1143.25,2%,6%,13%,28%,0%,43%,22%,29%,,
SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,228.53,2%,6%,13%,28%,0%,43%,,,,
ICICI Prudential Nifty Midcap 150 Index Fund - Growth,Regular,Index Funds/ETFs,,248.35,2%,6%,13%,27%,0%,42%,21%,,,
ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,210.9,2%,6%,15%,34%,1%,48%,20%,,,
Motilal Oswal Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,512.15,2%,6%,15%,34%,1%,48%,20%,32%,,
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,399.37,2%,6%,15%,34%,1%,48%,,,,
ICICI Prudential Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,210.9,2%,6%,15%,34%,1%,47%,19%,,,
Motilal Oswal Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,512.15,2%,6%,15%,34%,1%,47%,19%,31%,,
Nippon India Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,832.88,2%,6%,15%,34%,1%,48%,20%,32%,,
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,399.37,2%,6%,15%,34%,1%,47%,,,,
Nippon India Nifty Smallcap 250 Index Fund - Growth,Regular,Index Funds/ETFs,,832.88,2%,6%,15%,33%,1%,47%,19%,31%,,
BHARAT 22 ETF,Regular,Index Funds/ETFs,,12951.72,2%,12%,20%,37%,0%,59%,43%,42%,21%,
Motilal Oswal Nifty Microcap 250 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,573.07,2%,6%,17%,,2%,,,,,
ICICI Prudential Nifty Alpha Low Volatility 30 ETF,Regular,Index Funds/ETFs,,646.91,2%,7%,18%,23%,0%,38%,15%,20%,,
Motilal Oswal Nifty Microcap 250 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,573.07,2%,6%,17%,,2%,,,,,
HDFC Nifty50 Equal Weight Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,782.2,2%,8%,14%,20%,0%,30%,18%,,,
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,862.84,2%,8%,14%,20%,0%,30%,18%,23%,18%,
Aditya Birla Sun Life Nifty 50 Equal Weight index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,213.29,2%,8%,14%,20%,0%,30%,18%,,,
HDFC Nifty50 Equal Weight Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,782.2,2%,7%,13%,19%,0%,29%,18%,,,
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,862.84,2%,7%,13%,19%,0%,29%,18%,23%,18%,
Aditya Birla Sun Life Nifty 50 Equal Weight index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,213.29,2%,7%,13%,19%,0%,29%,17%,,,
ICICI Prudential Nifty 100 Low Volatility 30 ETF,Regular,Index Funds/ETFs,,2228.48,2%,8%,15%,19%,0%,31%,15%,18%,17%,
CPSE ETF,Regular,Index Funds/ETFs,,27483.13,2%,14%,26%,52%,1%,75%,50%,49%,23%,
ICICI Prudential Nifty Next 50 ETF,Regular,Index Funds/ETFs,,381.35,2%,10%,18%,22%,0%,27%,13%,18%,15%,
Nippon India ETF Nifty Next 50 Junior BeES,Regular,Index Funds/ETFs,,3589.71,2%,10%,18%,22%,0%,27%,13%,18%,15%,16%
SBI Nifty Next 50 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,555.04,2%,10%,18%,22%,0%,27%,13%,,,
UTI Nifty Next 50 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,2728.08,2%,10%,18%,22%,0%,26%,13%,18%,14%,
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,3288.02,2%,10%,18%,22%,0%,26%,13%,18%,14%,16%
UTI Nifty Next 50 Exchange Traded Fund,Regular,Index Funds/ETFs,,482.39,2%,10%,18%,22%,0%,27%,13%,18%,15%,
UTI Nifty Next 50 Exchange Traded Fund,Regular,Index Funds/ETFs,,1492.62,2%,10%,18%,22%,0%,27%,13%,18%,15%,
HDFC Nifty Next 50 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,390.21,2%,10%,18%,22%,0%,26%,13%,,,
DSP Nifty Next 50 Index Fund - Direct - Growth,Direct Plan,Index Funds/ETFs,,329.71,2%,10%,18%,22%,0%,27%,13%,18%,,
ICICI Prudential Nifty Next 50 Index Fund - Growth,Regular,Index Funds/ETFs,,3288.02,2%,10%,18%,22%,0%,26%,12%,17%,14%,15%
SBI Nifty Next 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,555.04,2%,10%,18%,22%,0%,26%,12%,,,
UTI Nifty Next 50 Index Fund - Growth,Regular,Index Funds/ETFs,,2728.08,2%,10%,18%,22%,0%,26%,12%,18%,14%,
DSP Nifty Next 50 Index Fund - Growth,Regular,Index Funds/ETFs,,329.71,2%,10%,18%,22%,0%,26%,13%,18%,,
HDFC Nifty Next 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,390.21,2%,10%,18%,22%,0%,26%,12%,,,
Motilal Oswal Nifty 500 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,600.42,1%,7%,12%,19%,0%,26%,15%,19%,,
Motilal Oswal Nifty 500 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,600.42,1%,7%,12%,18%,0%,25%,14%,19%,,
Nippon India ETF Gold BeES,Regular,Index Funds/ETFs,,8691.36,1%,1%,10%,9%,1%,14%,14%,7%,14%,8%
HDFC Gold Exchange Traded Fund,Regular,Index Funds/ETFs,,2287.29,1%,1%,10%,9%,1%,14%,14%,7%,14%,8%
HDFC Gold Exchange Traded Fund,Regular,Index Funds/ETFs,,4042.79,1%,1%,10%,9%,1%,14%,14%,7%,14%,8%
UTI Gold Exchange Traded Fund,Regular,Index Funds/ETFs,,595.84,1%,1%,11%,10%,1%,15%,14%,7%,14%,8%
UTI Gold Exchange Traded Fund,Regular,Index Funds/ETFs,,857.29,1%,1%,11%,10%,1%,15%,14%,7%,14%,8%
Axis Nifty 100 Index Fund - Direct Plan - Growth,Direct Plan,Index Funds/ETFs,,1065.79,1%,7%,12%,15%,0%,20%,12%,17%,,
